-1, 0.0141492, 0.0141492, 0, 0
-0.98995, 6.01699, 0.0147181, 6.00227, 0
-0.979899, 8.52774, 0.0153095, 8.51243, 4.5132e-14
-0.969849, 8.89048, 0.0159244, 8.87456, 2.83931e-13
-0.959799, 8.04108, 0.0165639, 8.02452, 1.761e-13
-0.949749, 6.61068, 0.0172288, 6.59345, 4.97023e-14
-0.939698, 5.00672, 0.0179203, 4.9888, 4.62388e-14
-0.929648, 3.4758, 0.0186396, 3.45716, 2.80647e-14
-0.919598, 2.15177, 0.0193877, 2.13238, 5.99855e-14
-0.909548, 1.09207, 0.020166, 1.0719, 1.33539e-14
-0.899497, 0.304753, 0.0209758, 0.283777, 5.46297e-15
-0.889447, -0.231865, 0.0218183, 0.253684, 1.68486e-15
-0.879397, -0.555274, 0.0226951, 0.577969, 1.3133e-15
-0.869347, -0.709181, 0.0236076, 0.732788, 9.69409e-15
-0.859296, -0.737244, 0.0245575, 0.761802, 4.09053e-15
-0.849246, -0.679256, 0.0255463, 0.704802, 3.65537e-15
-0.839196, -0.569084, 0.026576, 0.59566, 4.80353e-15
-0.829146, -0.433863, 0.0276482, 0.461511, 2.55296e-15
-0.819095, -0.294015, 0.028765, 0.32278, 1.82099e-15
-0.809045, -0.163796, 0.0299285, 0.193725, 2.23941e-15
-0.798995, -0.0521361, 0.0311407, 0.0832768, 1.06531e-15
-0.788945, 0.0363869, 0.032404, 0.0039829, 4.07268e-16
-0.778894, 0.100558, 0.0337207, 0.066837, 1.71162e-17
-0.768844, 0.141596, 0.0350935, 0.106502, 3.42133e-16
-0.758794, 0.162331, 0.036525, 0.125806, 6.12715e-16
-0.748744, 0.166512, 0.038018, 0.128494, 7.0965e-16
-0.738693, 0.158248, 0.0395756, 0.118672, 6.76455e-16
-0.728643, 0.141592, 0.041201, 0.100391, 5.80217e-16
-0.718593, 0.120238, 0.0428976, 0.0773408, 4.33071e-16
-0.708543, 0.0973358, 0.0446688, 0.052667, 1.85502e-16
-0.698492, 0.0753868, 0.0465186, 0.0288683, 2.46732e-16
-0.688442, 0.0562207, 0.0484509, 0.00776984, 1.36511e-16
-0.678392, 0.0410209, 0.05047, 0.00944917, 2.94554e-17
-0.668342, 0.0303908, 0.0525805, 0.0221897, 3.90531e-17
-0.658291, 0.0244449, 0.0547872, 0.0303423, 5.52322e-17
-0.648241, 0.0229115, 0.0570952, 0.0341837, 1.06699e-16
-0.638191, 0.0252389, 0.05951, 0.0342711, 1.44618e-16
-0.628141, 0.0306969, 0.0620375, 0.0313406, 1.29294e-16
-0.61809, 0.0384681, 0.0646837, 0.0262156, 9.6761e-17
-0.60804, 0.047726, 0.0674553, 0.0197294, 7.55259e-17
-0.59799, 0.0576974, 0.0703594, 0.012662, 6.49344e-17
-0.58794, 0.0677087, 0.0734035, 0.00569478, 4.63755e-17
-0.577889, 0.0772164, 0.0765956, 0.000620807, 2.26059e-17
-0.567839, 0.0858232, 0.0799443, 0.00587884, 1.70476e-18
-0.557789, 0.0932814, 0.0834589, 0.00982248, 1.90231e-17
-0.547739, 0.0994858, 0.087149, 0.0123368, 3.27941e-17
-0.537688, 0.104459, 0.0910253, 0.0134336, 3.58931e-17
-0.527638, 0.108329, 0.0950989, 0.0132303, 4.05001e-17
-0.517588, 0.111307, 0.099382, 0.0119252, 3.60544e-17
-0.507538, 0.113659, 0.103887, 0.00977196, 2.80345e-17
-0.497487, 0.115682, 0.108629, 0.00705327, 2.22114e-17
-0.487437, 0.117679, 0.113622, 0.00405743, 1.73254e-17
