-1, 0.0141492, 0.0141492, 0, 0
-0.959184, -0.160541, 0.0166038, 0.177145, 0
-0.918367, -0.286598, 0.0194814, 0.306079, 0.0903944
-0.877551, -0.3693, 0.0228599, 0.39216, 0.153298
-0.836735, -0.413697, 0.0268346, 0.440532, 0.192584
-0.795918, -0.42461, 0.0315219, 0.456131, 0.211897
-0.755102, -0.406628, 0.0370661, 0.443695, 0.21465
-0.714286, -0.364115, 0.0436473, 0.407762, 0.20403
-0.673469, -0.301201, 0.051492, 0.352693, 0.18299
-0.632653, -0.221788, 0.0608884, 0.282676, 0.154257
-0.591837, -0.129549, 0.072206, 0.201755, 0.120328
-0.55102, -0.0279273, 0.0859241, 0.113851, 0.0834679
-0.510204, 0.0798638, 0.10267, 0.0228059, 0.045715
-0.469388, 0.19084, 0.12327, 0.0675699, 0.0088767
-0.428571, 0.302247, 0.148825, 0.153422, 0.025469
-0.387755, 0.411561, 0.180801, 0.23076, 0.0559734
-0.346939, 0.516484, 0.221142, 0.295342, 0.0815177
-0.306122, 0.614953, 0.272392, 0.34256, 0.101212
-0.265306, 0.70513, 0.337732, 0.367398, 0.114397
-0.22449, 0.785408, 0.420752, 0.364656, 0.120642
-0.183673, 0.854411, 0.524481, 0.32993, 0.119747
-0.142857, 0.91099, 0.648786, 0.262205, 0.111739
-0.102041, 0.954228, 0.785238, 0.16899, 0.0968771
-0.0612245, 0.983436, 0.910898, 0.0725386, 0.0756492
-0.0204082, 0.998155, 0.989283, 0.00887193, 0.0487726
0.0204082, 0.998155, 0.989283, 0.00887193, 0.0171939
0.0612245, 0.983436, 0.910898, 0.0725386, 0.0179103
0.102041, 0.954228, 0.785238, 0.16899, 0.0551342
0.142857, 0.91099, 0.648786, 0.262205, 0.0928422
0.183673, 0.854411, 0.524481, 0.32993, 0.129169
0.22449, 0.785408, 0.420752, 0.364656, 0.162021
0.265306, 0.70513, 0.337732, 0.367398, 0.189074
0.306122, 0.614953, 0.272392, 0.34256, 0.207773
0.346939, 0.516484, 0.221142, 0.295342, 0.215336
0.387755, 0.411561, 0.180801, 0.23076, 0.20875
0.428571, 0.302247, 0.148825, 0.153422, 0.184774
0.469388, 0.19084, 0.12327, 0.0675699, 0.139934
0.510204, 0.0798638, 0.10267, 0.0228059, 0.0705294
0.55102, -0.0279273, 0.0859241, 0.113851, 0.0273698
0.591837, -0.129549, 0.072206, 0.201755, 0.157925
0.632653, -0.221788, 0.0608884, 0.282676, 0.325525
0.673469, -0.301201, 0.051492, 0.352693, 0.53479
0.714286, -0.364115, 0.0436473, 0.407762, 0.790569
0.755102, -0.406628, 0.0370661, 0.443695, 1.09794
0.795918, -0.42461, 0.0315219, 0.456131, 0.20403
0.836735, -0.413697, 0.0268346, 0.440532, 0.21465
0.877551, -0.3693, 0.0228599, 0.39216, 0.211897
0.918367, -0.286598, 0.0194814, 0.306079, 0.192584
0.959184, -0.160541, 0.0166038, 0.177145, 0.153298
1, 0.0141492, 0.0141492, 1.10849e-15, 0.0903944
