2, 1
3, 1.2
4, 1.29412
5, 1.35135
6, 1.39086
7, 1.42029
8, 1.44334
9, 1.46206
10, 1.47767
11, 1.49096
12, 1.50247
13, 1.51258
14, 1.52155
15, 1.52958
16, 1.53685
17, 1.54345
18, 1.5495
19, 1.55507
20, 1.56022
21, 1.565
22, 1.56946
23, 1.57363
24, 1.57755
25, 1.58124
26, 1.58471
27, 1.588
28, 1.59112
29, 1.59409
30, 1.59691
31, 1.5996
32, 1.60217
33, 1.60463
34, 1.60698
35, 1.60924
36, 1.61141
37, 1.61349
38, 1.6155
39, 1.61744
40, 1.6193
41, 1.62111
42, 1.62285
43, 1.62454
44, 1.62617
45, 1.62775
46, 1.62928
47, 1.63077
48, 1.63222
49, 1.63362
50, 1.63498
51, 1.63631
52, 1.6376
53, 1.63886
54, 1.64009
55, 1.64128
56, 1.64245
57, 1.64359
58, 1.6447
59, 1.64578
60, 1.64684
61, 1.64788
62, 1.64889
63, 1.64988
64, 1.65085
65, 1.6518
66, 1.65273
67, 1.65365
68, 1.65454
69, 1.65541
70, 1.65627
71, 1.65711
72, 1.65794
73, 1.65875
74, 1.65955
75, 1.66033
76, 1.66109
77, 1.66185
78, 1.66259
79, 1.66332
80, 1.66403
81, 1.66474
82, 1.66543
83, 1.66611
84, 1.66678
85, 1.66744
86, 1.66809
87, 1.66873
88, 1.66936
89, 1.66998
90, 1.67059
91, 1.67119
92, 1.67178
93, 1.67237
94, 1.67295
95, 1.67351
96, 1.67407
97, 1.67463
98, 1.67517
99, 1.67571
100, 1.67624
