#====================================================
#t = 0.8     rho_bar = 0.7     Viscosity = 0.165
#====================================================
#x              rho
#====================================================
0               0.833447
0.001001        0.833084
0.002002        0.832718
0.003003        0.832352
0.004004        0.831983
0.00500501      0.831614
0.00600601      0.831243
0.00700701      0.83087
0.00800801      0.830496
0.00900901      0.830121
0.01001         0.829745
0.011011        0.829367
0.012012        0.828989
0.013013        0.828609
0.014014        0.828228
0.015015        0.827846
0.016016        0.827462
0.017017        0.827078
0.018018        0.826693
0.019019        0.826307
0.02002         0.825919
0.021021        0.825531
0.022022        0.825142
0.023023        0.824752
0.024024        0.824361
0.025025        0.823969
0.026026        0.823577
0.027027        0.823183
0.028028        0.822789
0.029029        0.822394
0.03003         0.821998
0.031031        0.821602
0.032032        0.821204
0.033033        0.820806
0.034034        0.820408
0.035035        0.820008
0.036036        0.819608
0.037037        0.819208
0.038038        0.818806
0.039039        0.818404
0.04004         0.818002
0.041041        0.817599
0.042042        0.817195
0.043043        0.816791
0.044044        0.816386
0.045045        0.815981
0.046046        0.815575
0.047047        0.815169
0.048048        0.814762
0.049049        0.814354
0.0500501       0.813947
0.0510511       0.813538
0.0520521       0.81313
0.0530531       0.812721
0.0540541       0.812311
0.0550551       0.811901
0.0560561       0.811491
0.0570571       0.81108
0.0580581       0.810669
0.0590591       0.810257
0.0600601       0.809845
0.0610611       0.809433
0.0620621       0.80902
0.0630631       0.808608
0.0640641       0.808194
0.0650651       0.807781
0.0660661       0.807367
0.0670671       0.806953
0.0680681       0.806538
0.0690691       0.806124
0.0700701       0.805709
0.0710711       0.805293
0.0720721       0.804878
0.0730731       0.804462
0.0740741       0.804046
0.0750751       0.80363
0.0760761       0.803214
0.0770771       0.802797
0.0780781       0.80238
0.0790791       0.801963
0.0800801       0.801546
0.0810811       0.801128
0.0820821       0.800711
0.0830831       0.800293
0.0840841       0.799875
0.0850851       0.799457
0.0860861       0.799039
0.0870871       0.79862
0.0880881       0.798202
0.0890891       0.797783
0.0900901       0.797365
0.0910911       0.796946
0.0920921       0.796527
0.0930931       0.796108
0.0940941       0.795689
0.0950951       0.79527
0.0960961       0.79485
0.0970971       0.794431
0.0980981       0.794011
0.0990991       0.793592
0.1001          0.793172
0.101101        0.792753
0.102102        0.792333
0.103103        0.791914
0.104104        0.791494
