0, 1
0.0196078, 0.140748
0.0392157, 0.01981
0.0588235, 0.00278822
0.0784314, 0.000392436
0.0980392, 5.52346e-05
0.117647, 7.77415e-06
0.137255, 1.0942e-06
0.156863, 1.54006e-07
0.176471, 2.1676e-08
0.196078, 3.05086e-09
0.215686, 4.29402e-10
0.235294, 6.04375e-11
0.254902, 8.50645e-12
0.27451, 1.19727e-12
0.294118, 1.68513e-13
0.313725, 2.37178e-14
0.333333, 3.33824e-15
0.352941, 4.6985e-16
0.372549, 6.61305e-17
0.392157, 9.30773e-18
0.411765, 1.31004e-18
0.431373, 1.84386e-19
0.45098, 2.5952e-20
0.470588, 3.65269e-21
0.490196, 5.14109e-22
0.509804, 7.23597e-23
0.529412, 1.01845e-23
0.54902, 1.43345e-24
0.568627, 2.01755e-25
0.588235, 2.83966e-26
0.607843, 3.99676e-27
0.627451, 5.62536e-28
0.647059, 7.91758e-29
0.666667, 1.11438e-29
0.686275, 1.56847e-30
0.705882, 2.20759e-31
0.72549, 3.10714e-32
0.745098, 4.37324e-33
0.764706, 6.15525e-34
0.784314, 8.66339e-35
0.803922, 1.21935e-35
0.823529, 1.71622e-36
0.843137, 2.41554e-37
0.862745, 3.39982e-38
0.882353, 4.78518e-39
0.901961, 6.73505e-40
0.921569, 9.47945e-41
0.941176, 1.33421e-41
0.960784, 1.87788e-42
0.980392, 2.64308e-43
1, 3.72008e-44
