0, 1
0.0196078, 0.337748
0.0392157, 0.114074
0.0588235, 0.0385283
0.0784314, 0.0130129
0.0980392, 0.00439507
0.117647, 0.00148443
0.137255, 0.000501363
0.156863, 0.000169335
0.176471, 5.71925e-05
0.196078, 1.93167e-05
0.215686, 6.52417e-06
0.235294, 2.20353e-06
0.254902, 7.44238e-07
0.27451, 2.51365e-07
0.294118, 8.48982e-08
0.313725, 2.86742e-08
0.333333, 9.68467e-09
0.352941, 3.27098e-09
0.372549, 1.10477e-09
0.392157, 3.73134e-10
0.411765, 1.26025e-10
0.431373, 4.25648e-11
0.45098, 1.43762e-11
0.470588, 4.85554e-12
0.490196, 1.63995e-12
0.509804, 5.53891e-13
0.529412, 1.87076e-13
0.54902, 6.31845e-14
0.568627, 2.13405e-14
0.588235, 7.2077e-15
0.607843, 2.43439e-15
0.627451, 8.22211e-16
0.647059, 2.777e-16
0.666667, 9.37929e-17
0.686275, 3.16784e-17
0.705882, 1.06993e-17
0.72549, 3.61368e-18
0.745098, 1.22051e-18
0.764706, 4.12227e-19
0.784314, 1.39229e-19
0.803922, 4.70243e-20
0.823529, 1.58824e-20
0.843137, 5.36425e-21
0.862745, 1.81177e-21
0.882353, 6.11921e-22
0.901961, 2.06675e-22
0.921569, 6.98042e-23
0.941176, 2.35763e-23
0.960784, 7.96284e-24
0.980392, 2.68944e-24
1, 9.08353e-25
