0, 1
0.0196078, -0.960784
0.0392157, 0.923106
0.0588235, -0.886906
0.0784314, 0.852126
0.0980392, -0.818709
0.117647, 0.786603
0.137255, -0.755756
0.156863, 0.726118
0.176471, -0.697643
0.196078, 0.670284
0.215686, -0.643999
0.235294, 0.618744
0.254902, -0.594479
0.27451, 0.571166
0.294118, -0.548768
0.313725, 0.527247
0.333333, -0.506571
0.352941, 0.486706
0.372549, -0.467619
0.392157, 0.449281
0.411765, -0.431662
0.431373, 0.414734
0.45098, -0.39847
0.470588, 0.382844
0.490196, -0.36783
0.509804, 0.353406
0.529412, -0.339547
0.54902, 0.326231
0.568627, -0.313438
0.588235, 0.301146
0.607843, -0.289336
0.627451, 0.27799
0.647059, -0.267088
0.666667, 0.256614
0.686275, -0.246551
0.705882, 0.236882
0.72549, -0.227593
0.745098, 0.218668
0.764706, -0.210092
0.784314, 0.201853
0.803922, -0.193938
0.823529, 0.186332
0.843137, -0.179025
0.862745, 0.172004
0.882353, -0.165259
0.901961, 0.158778
0.921569, -0.152552
0.941176, 0.146569
0.960784, -0.140822
0.980392, 0.135299
1, -0.129993
