# lambda = 12
#===========================================
#x               y               y'              
#===========================================
-1              -1              6               
-0.9            -0.472499       4.575           
-0.8            -0.0799993      3.3             
-0.7            0.1925          2.175           
-0.6            0.36            1.2             
-0.5            0.4375          0.375001        
-0.4            0.44            -0.299999       
-0.3            0.3825          -0.824999       
-0.2            0.28            -1.2            
-0.1            0.1475          -1.425          
-0              3.77476e-15     -1.5            
0               -3.77476e-15    -1.5            
0.1             -0.1475         -1.425          
0.2             -0.28           -1.2            
0.3             -0.3825         -0.824999       
0.4             -0.44           -0.299999       
0.5             -0.4375         0.375001        
0.6             -0.36           1.2             
0.7             -0.1925         2.175           
0.8             0.0799993       3.3             
0.9             0.472499        4.575           
1               1               6               
