#====================================================
#   t = 3.4     rho_bar = 0.7     Viscosity = 0.1
#====================================================
#x              rho
#====================================================
0               0.737914
0.001001        0.737788
0.002002        0.737662
0.003003        0.737536
0.004004        0.73741
0.00500501      0.737284
0.00600601      0.737158
0.00700701      0.737032
0.00800801      0.736906
0.00900901      0.73678
0.01001         0.736654
0.011011        0.736529
0.012012        0.736403
0.013013        0.736277
0.014014        0.736152
0.015015        0.736026
0.016016        0.7359
0.017017        0.735775
0.018018        0.735649
0.019019        0.735524
0.02002         0.735399
0.021021        0.735273
0.022022        0.735148
0.023023        0.735023
0.024024        0.734898
0.025025        0.734772
0.026026        0.734647
0.027027        0.734522
0.028028        0.734397
0.029029        0.734272
0.03003         0.734147
0.031031        0.734022
0.032032        0.733898
0.033033        0.733773
0.034034        0.733648
0.035035        0.733523
0.036036        0.733399
0.037037        0.733274
0.038038        0.73315
0.039039        0.733025
0.04004         0.732901
0.041041        0.732776
0.042042        0.732652
0.043043        0.732528
0.044044        0.732403
0.045045        0.732279
0.046046        0.732155
0.047047        0.732031
0.048048        0.731907
0.049049        0.731783
0.0500501       0.731659
0.0510511       0.731535
0.0520521       0.731411
0.0530531       0.731288
0.0540541       0.731164
0.0550551       0.73104
0.0560561       0.730917
0.0570571       0.730793
0.0580581       0.73067
0.0590591       0.730546
0.0600601       0.730423
0.0610611       0.730299
0.0620621       0.730176
0.0630631       0.730053
0.0640641       0.72993
0.0650651       0.729807
0.0660661       0.729684
0.0670671       0.729561
0.0680681       0.729438
0.0690691       0.729315
0.0700701       0.729192
0.0710711       0.729069
0.0720721       0.728947
0.0730731       0.728824
0.0740741       0.728701
0.0750751       0.728579
0.0760761       0.728456
0.0770771       0.728334
0.0780781       0.728212
0.0790791       0.728089
0.0800801       0.727967
0.0810811       0.727845
0.0820821       0.727723
0.0830831       0.727601
0.0840841       0.727479
0.0850851       0.727357
0.0860861       0.727236
0.0870871       0.727114
0.0880881       0.726992
0.0890891       0.726871
0.0900901       0.726749
0.0910911       0.726628
0.0920921       0.726506
0.0930931       0.726385
0.0940941       0.726264
0.0950951       0.726143
0.0960961       0.726021
0.0970971       0.7259
0.0980981       0.72578
0.0990991       0.725659
0.1001          0.725538
0.101101        0.725417
0.102102        0.725296
0.103103        0.725176
0.104104        0.725055
0.105105        0.724935
0.106106        0.724815
0.107107        0.724694
0.108108        0.724574
0.109109        0.724454
0.11011         0.724334
0.111111        0.724214
0.112112        0.724094
0.113113        0.723975
0.114114        0.723855
0.115115        0.723735
0.116116        0.723616
0.117117        0.723496
0.118118        0.723377
0.119119        0.723258
0.12012         0.723138
0.121121        0.723019
0.122122        0.7229
0.123123        0.722781
0.124124        0.722663
0.125125        0.722544
0.126126        0.722425
0.127127        0.722307
0.128128        0.722188
0.129129        0.72207
0.13013         0.721952
0.131131        0.721833
0.132132        0.721715
0.133133        0.721597
0.134134        0.721479
0.135135        0.721362
0.136136        0.721244
0.137137        0.721126
0.138138        0.721009
0.139139        0.720891
0.14014         0.720774
0.141141        0.720657
0.142142        0.72054
0.143143        0.720423
0.144144        0.720306
0.145145        0.720189
0.146146        0.720072
0.147147        0.719956
0.148148        0.719839
0.149149        0.719723
0.15015         0.719607
0.151151        0.719491
0.152152        0.719375
0.153153        0.719259
0.154154        0.719143
0.155155        0.719027
0.156156        0.718912
0.157157        0.718796
0.158158        0.718681
0.159159        0.718566
0.16016         0.718451
0.161161        0.718336
0.162162        0.718221
0.163163        0.718106
0.164164        0.717992
0.165165        0.717877
0.166166        0.717763
0.167167        0.717649
0.168168        0.717535
0.169169        0.717421
0.17017         0.717307
0.171171        0.717193
0.172172        0.71708
0.173173        0.716966
0.174174        0.716853
0.175175        0.71674
0.176176        0.716627
0.177177        0.716514
0.178178        0.716401
0.179179        0.716289
0.18018         0.716177
0.181181        0.716064
0.182182        0.715952
0.183183        0.71584
0.184184        0.715728
0.185185        0.715617
0.186186        0.715505
0.187187        0.715394
0.188188        0.715283
0.189189        0.715172
0.19019         0.715061
0.191191        0.71495
0.192192        0.714839
