#====================================================
#   t = 0.6     rho_bar = 0.7     Viscosity = 0
#====================================================
#x              rho
#====================================================
0               0.700177
0.001001        0.700186
0.002002        0.700196
0.003003        0.700207
0.004004        0.700218
0.00500501      0.700229
0.00600601      0.700241
0.00700701      0.700254
0.00800801      0.700267
0.00900901      0.700281
0.01001         0.700296
0.011011        0.700312
0.012012        0.700328
0.013013        0.700345
0.014014        0.700362
0.015015        0.700381
0.016016        0.700401
0.017017        0.700421
0.018018        0.700442
0.019019        0.700465
0.02002         0.700488
0.021021        0.700513
0.022022        0.700539
0.023023        0.700566
0.024024        0.700594
0.025025        0.700624
0.026026        0.700655
0.027027        0.700687
0.028028        0.700721
0.029029        0.700757
0.03003         0.700794
0.031031        0.700833
0.032032        0.700873
0.033033        0.700916
0.034034        0.70096
0.035035        0.701007
0.036036        0.701056
0.037037        0.701107
0.038038        0.70116
0.039039        0.701216
0.04004         0.701274
0.041041        0.701335
0.042042        0.701399
0.043043        0.701466
0.044044        0.701536
0.045045        0.701609
0.046046        0.701685
0.047047        0.701765
0.048048        0.701849
0.049049        0.701936
0.0500501       0.702028
0.0510511       0.702124
0.0520521       0.702224
0.0530531       0.702329
0.0540541       0.702439
0.0550551       0.702554
0.0560561       0.702675
0.0570571       0.702801
0.0580581       0.702934
0.0590591       0.703072
0.0600601       0.703218
0.0610611       0.70337
0.0620621       0.70353
0.0630631       0.703698
0.0640641       0.703874
0.0650651       0.704059
0.0660661       0.704254
0.0670671       0.704458
0.0680681       0.704673
0.0690691       0.704899
0.0700701       0.705138
0.0710711       0.705389
0.0720721       0.705654
0.0730731       0.705936
0.0740741       0.706239
0.0750751       0.706587
0.0760761       0.707076
0.0770771       0.708123
0.0780781       0.711539
0.0790791       0.724549
0.0800801       0.768559
0.0810811       0.864172
0.0820821       0.950323
0.0830831       0.922804
0.0840841       0.819213
0.0850851       0.748646
0.0860861       0.732247
0.0870871       0.759278
0.0880881       0.838194
0.0890891       0.92918
0.0900901       0.930385
0.0910911       0.841329
0.0920921       0.764796
0.0930931       0.74448
0.0940941       0.776086
0.0950951       0.856684
0.0960961       0.928617
0.0970971       0.907383
0.0980981       0.821977
0.0990991       0.763628
0.1001          0.761185
0.101101        0.811553
0.102102        0.889983
0.103103        0.919311
0.104104        0.86438
0.105105        0.793404
0.106106        0.767695
0.107107        0.794985
0.108108        0.859522
0.109109        0.905269
0.11011         0.880227
0.111111        0.817858
0.112112        0.782718
0.113113        0.795464
0.114114        0.843867
0.115115        0.885961
0.116116        0.876963
0.117117        0.831141
0.118118        0.799227
0.119119        0.804783
0.12012         0.838282
0.121121        0.868123
0.122122        0.864381
0.123123        0.835111
0.124124        0.813308
0.125125        0.816274
0.126126        0.836588
0.127127        0.85318
0.128128        0.850392
0.129129        0.834281
0.13013         0.822745
0.131131        0.824685
0.132132        0.834885
0.133133        0.841977
0.134134        0.839697
0.135135        0.832086
0.136136        0.827181
0.137137        0.828267
0.138138        0.832335
0.139139        0.834511
0.14014         0.832939
0.141141        0.829735
0.142142        0.827889
0.143143        0.828238
0.144144        0.829381
0.145145        0.829633
0.146146        0.82864
0.147147        0.827289
0.148148        0.826502
0.149149        0.826379
0.15015         0.826389
0.151151        0.826059
0.152152        0.825386
0.153153        0.824677
0.154154        0.82416
0.155155        0.823807
0.156156        0.82345
0.157157        0.822988
0.158158        0.822449
0.159159        0.82192
0.16016         0.821445
0.161161        0.820999
0.162162        0.820542
0.163163        0.820058
0.164164        0.819561
0.165165        0.81907
0.166166        0.81859
0.167167        0.818113
0.168168        0.817631
0.169169        0.817143
0.17017         0.816653
0.171171        0.816164
0.172172        0.815677
0.173173        0.815189
0.174174        0.814699
0.175175        0.814208
0.176176        0.813716
0.177177        0.813224
0.178178        0.812731
0.179179        0.812238
0.18018         0.811744
0.181181        0.811249
0.182182        0.810753
0.183183        0.810257
0.184184        0.809761
0.185185        0.809264
0.186186        0.808766
0.187187        0.808268
0.188188        0.807769
0.189189        0.80727
0.19019         0.806771
0.191191        0.806271
0.192192        0.80577
0.193193        0.805269
0.194194        0.804768
0.195195        0.804267
0.196196        0.803765
0.197197        0.803262
0.198198        0.80276
0.199199        0.802257
0.2002          0.801754
0.201201        0.80125
0.202202        0.800746
0.203203        0.800242
0.204204        0.799738
0.205205        0.799233
0.206206        0.798729
0.207207        0.798224
0.208208        0.797719
0.209209        0.797213
0.21021         0.796708
0.211211        0.796202
0.212212        0.795697
0.213213        0.795191
0.214214        0.794685
0.215215        0.794179
0.216216        0.793673
0.217217        0.793167
0.218218        0.79266
0.219219        0.792154
0.22022         0.791648
0.221221        0.791142
0.222222        0.790635
