#====================================================
#   t = 4       rho_bar = 0.7     Viscosity = 0
#====================================================
#x              rho
#====================================================
0               0.708672
0.001001        0.708506
0.002002        0.708406
0.003003        0.708366
0.004004        0.708325
0.00500501      0.708167
0.00600601      0.708085
0.00700701      0.708028
0.00800801      0.70797
0.00900901      0.707829
0.01001         0.707751
0.011011        0.707698
0.012012        0.707606
0.013013        0.707482
0.014014        0.707397
0.015015        0.707367
0.016016        0.707255
0.017017        0.707137
0.018018        0.707051
0.019019        0.70705
0.02002         0.706949
0.021021        0.706817
0.022022        0.70671
0.023023        0.7067
0.024024        0.706645
0.025025        0.706514
0.026026        0.706389
0.027027        0.706341
0.028028        0.706311
0.029029        0.706193
0.03003         0.706077
0.031031        0.706
0.032032        0.705983
0.033033        0.705882
0.034034        0.705767
0.035035        0.705692
0.036036        0.705667
0.037037        0.705585
0.038038        0.705467
0.039039        0.705393
0.04004         0.705356
0.041041        0.705277
0.042042        0.705141
0.043043        0.705094
0.044044        0.705055
0.045045        0.704972
0.046046        0.704821
0.047047        0.704781
0.048048        0.704778
0.049049        0.704699
0.0500501       0.704525
0.0510511       0.70447
0.0520521       0.704501
0.0530531       0.704437
0.0540541       0.704265
0.0550551       0.70416
0.0560561       0.704201
0.0570571       0.70415
0.0580581       0.703996
0.0590591       0.703879
0.0600601       0.703908
0.0610611       0.703869
0.0620621       0.703734
0.0630631       0.70361
0.0640641       0.703627
0.0650651       0.703611
0.0660661       0.703492
0.0670671       0.703386
0.0680681       0.703349
0.0690691       0.703326
0.0700701       0.703231
0.0710711       0.703156
0.0720721       0.703099
0.0730731       0.703043
0.0740741       0.702959
0.0750751       0.702926
0.0760761       0.702883
0.0770771       0.702787
0.0780781       0.702711
0.0790791       0.702688
0.0800801       0.702687
0.0810811       0.702554
0.0820821       0.702476
0.0830831       0.702456
0.0840841       0.702471
0.0850851       0.702327
0.0860861       0.702238
0.0870871       0.70223
0.0880881       0.702259
0.0890891       0.702123
0.0900901       0.702002
0.0910911       0.702034
0.0920921       0.702058
0.0930931       0.701964
0.0940941       0.701794
0.0950951       0.701828
0.0960961       0.701842
0.0970971       0.701793
0.0980981       0.701618
0.0990991       0.701645
0.1001          0.701641
0.101101        0.701648
0.102102        0.70171
0.103103        0.702642
0.104104        0.706702
0.105105        0.723526
0.106106        0.779062
0.107107        0.884338
0.108108        0.95105
0.109109        0.89243
0.11011         0.785561
0.111111        0.725833
0.112112        0.707117
0.113113        0.702527
0.114114        0.701525
0.115115        0.701245
0.116116        0.701163
0.117117        0.701088
0.118118        0.701108
0.119119        0.701022
0.12012         0.701016
0.121121        0.700983
0.122122        0.701018
0.123123        0.700933
0.124124        0.701053
0.125125        0.70174
0.126126        0.704795
0.127127        0.717378
0.128128        0.761714
0.129129        0.858225
0.13013         0.94196
0.131131        0.90911
0.132132        0.803692
0.133133        0.733208
0.134134        0.708713
0.135135        0.702507
0.136136        0.701126
0.137137        0.700853
0.138138        0.700649
0.139139        0.700619
0.14014         0.700646
0.141141        0.700675
0.142142        0.70053
0.143143        0.700516
0.144144        0.70058
0.145145        0.700651
0.146146        0.700697
0.147147        0.701403
0.148148        0.704791
0.149149        0.718407
0.15015         0.764529
0.151151        0.8606
