#====================================================
#   t = 3       rho_bar = 0.7     Viscosity = 0
#====================================================
#x              rho
#====================================================
0               0.755984
0.001001        0.722322
0.002002        0.708078
0.003003        0.702806
0.004004        0.701416
0.00500501      0.700833
0.00600601      0.701281
0.00700701      0.702519
0.00800801      0.706752
0.00900901      0.718695
0.01001         0.747053
0.011011        0.794303
0.012012        0.832457
0.013013        0.824137
0.014014        0.777967
0.015015        0.735774
0.016016        0.713451
0.017017        0.704954
0.018018        0.701949
0.019019        0.70111
0.02002         0.701208
0.021021        0.702071
0.022022        0.705414
0.023023        0.714341
0.024024        0.737036
0.025025        0.778197
0.026026        0.8208
0.027027        0.826334
0.028028        0.789027
0.029029        0.744726
0.03003         0.717975
0.031031        0.706722
0.032032        0.702569
0.033033        0.701396
0.034034        0.701231
0.035035        0.702191
0.036036        0.705253
0.037037        0.71384
0.038038        0.734912
0.039039        0.773418
0.04004         0.814324
0.041041        0.822196
0.042042        0.788813
0.043043        0.746223
0.044044        0.719209
0.045045        0.707348
0.046046        0.702874
0.047047        0.701571
0.048048        0.701428
0.049049        0.702643
0.0500501       0.706307
0.0510511       0.716302
0.0520521       0.73931
0.0530531       0.777929
0.0540541       0.813632
0.0550551       0.814268
0.0560561       0.779376
0.0570571       0.740284
0.0580581       0.716876
0.0590591       0.706488
0.0600601       0.702797
0.0610611       0.701585
0.0620621       0.701901
0.0630631       0.70374
0.0640641       0.709176
0.0650651       0.722931
0.0660661       0.750884
0.0670671       0.789798
0.0680681       0.813748
0.0690691       0.800175
0.0700701       0.762175
0.0710711       0.729752
0.0720721       0.712114
0.0730731       0.704954
0.0740741       0.702325
0.0750751       0.701813
0.0760761       0.702935
0.0770771       0.706369
0.0780781       0.715957
0.0790791       0.736505
0.0800801       0.770863
0.0810811       0.802768
0.0820821       0.805791
0.0830831       0.776462
0.0840841       0.741143
0.0850851       0.718163
0.0860861       0.707435
0.0870871       0.703361
0.0880881       0.70207
0.0890891       0.702802
0.0900901       0.705514
0.0910911       0.713367
0.0920921       0.730534
0.0930931       0.760819
0.0940941       0.793278
0.0950951       0.80343
0.0960961       0.781225
0.0970971       0.747143
0.0980981       0.72204
0.0990991       0.709352
0.1001          0.704186
0.101101        0.702495
0.102102        0.703043
0.103103        0.705735
0.104104        0.71348
0.105105        0.729947
0.106106        0.758544
0.107107        0.788791
0.108108        0.798658
0.109109        0.77845
0.11011         0.746573
0.111111        0.722407
0.112112        0.70976
0.113113        0.704597
