#====================================================
#t = 2.9     rho_bar = 0.7     Viscosity = 0.17
#====================================================
#x              rho
#====================================================
0               0.773062
0.001001        0.772911
0.002002        0.77276
0.003003        0.772608
0.004004        0.772457
0.00500501      0.772306
0.00600601      0.772155
0.00700701      0.772004
0.00800801      0.771853
0.00900901      0.771702
0.01001         0.771551
0.011011        0.7714
0.012012        0.771249
0.013013        0.771098
0.014014        0.770947
0.015015        0.770796
0.016016        0.770645
0.017017        0.770494
0.018018        0.770343
0.019019        0.770192
0.02002         0.770041
0.021021        0.76989
0.022022        0.769739
0.023023        0.769588
0.024024        0.769437
0.025025        0.769286
0.026026        0.769135
0.027027        0.768985
0.028028        0.768834
0.029029        0.768683
0.03003         0.768532
0.031031        0.768381
0.032032        0.768231
0.033033        0.76808
0.034034        0.767929
0.035035        0.767778
0.036036        0.767628
0.037037        0.767477
0.038038        0.767326
0.039039        0.767176
0.04004         0.767025
0.041041        0.766874
0.042042        0.766724
0.043043        0.766573
0.044044        0.766423
0.045045        0.766272
0.046046        0.766122
0.047047        0.765971
0.048048        0.765821
0.049049        0.76567
0.0500501       0.76552
0.0510511       0.765369
0.0520521       0.765219
0.0530531       0.765068
0.0540541       0.764918
0.0550551       0.764767
0.0560561       0.764617
0.0570571       0.764467
0.0580581       0.764316
0.0590591       0.764166
0.0600601       0.764016
0.0610611       0.763866
0.0620621       0.763715
0.0630631       0.763565
0.0640641       0.763415
0.0650651       0.763265
0.0660661       0.763114
0.0670671       0.762964
0.0680681       0.762814
0.0690691       0.762664
0.0700701       0.762514
0.0710711       0.762364
0.0720721       0.762214
0.0730731       0.762064
0.0740741       0.761914
0.0750751       0.761764
0.0760761       0.761614
0.0770771       0.761464
0.0780781       0.761314
0.0790791       0.761164
0.0800801       0.761014
0.0810811       0.760864
0.0820821       0.760714
0.0830831       0.760564
0.0840841       0.760415
0.0850851       0.760265
0.0860861       0.760115
0.0870871       0.759965
0.0880881       0.759816
0.0890891       0.759666
0.0900901       0.759516
0.0910911       0.759367
0.0920921       0.759217
0.0930931       0.759067
0.0940941       0.758918
0.0950951       0.758768
0.0960961       0.758619
0.0970971       0.758469
0.0980981       0.75832
0.0990991       0.75817
0.1001          0.758021
0.101101        0.757871
0.102102        0.757722
0.103103        0.757573
0.104104        0.757423
0.105105        0.757274
0.106106        0.757125
0.107107        0.756975
0.108108        0.756826
0.109109        0.756677
0.11011         0.756528
0.111111        0.756379
0.112112        0.756229
0.113113        0.75608
0.114114        0.755931
0.115115        0.755782
0.116116        0.755633
0.117117        0.755484
0.118118        0.755335
0.119119        0.755186
0.12012         0.755037
0.121121        0.754888
0.122122        0.75474
0.123123        0.754591
0.124124        0.754442
0.125125        0.754293
0.126126        0.754144
0.127127        0.753996
0.128128        0.753847
0.129129        0.753698
0.13013         0.75355
0.131131        0.753401
0.132132        0.753253
0.133133        0.753104
0.134134        0.752956
0.135135        0.752807
0.136136        0.752659
0.137137        0.75251
0.138138        0.752362
0.139139        0.752213
0.14014         0.752065
0.141141        0.751917
0.142142        0.751769
0.143143        0.75162
0.144144        0.751472
0.145145        0.751324
0.146146        0.751176
0.147147        0.751028
0.148148        0.75088
0.149149        0.750732
0.15015         0.750584
0.151151        0.750436
0.152152        0.750288
0.153153        0.75014
0.154154        0.749992
0.155155        0.749844
0.156156        0.749696
0.157157        0.749548
0.158158        0.749401
0.159159        0.749253
0.16016         0.749105
0.161161        0.748958
0.162162        0.74881
0.163163        0.748663
0.164164        0.748515
0.165165        0.748368
0.166166        0.74822
0.167167        0.748073
0.168168        0.747925
0.169169        0.747778
0.17017         0.747631
0.171171        0.747483
0.172172        0.747336
0.173173        0.747189
0.174174        0.747042
0.175175        0.746895
0.176176        0.746748
0.177177        0.746601
0.178178        0.746454
0.179179        0.746307
0.18018         0.74616
0.181181        0.746013
0.182182        0.745866
0.183183        0.745719
0.184184        0.745573
0.185185        0.745426
0.186186        0.745279
0.187187        0.745133
0.188188        0.744986
0.189189        0.74484
0.19019         0.744693
0.191191        0.744547
0.192192        0.7444
0.193193        0.744254
0.194194        0.744108
0.195195        0.743961
0.196196        0.743815
0.197197        0.743669
0.198198        0.743523
0.199199        0.743377
0.2002          0.743231
0.201201        0.743085
0.202202        0.742939
0.203203        0.742793
0.204204        0.742647
0.205205        0.742501
0.206206        0.742355
0.207207        0.74221
0.208208        0.742064
0.209209        0.741918
0.21021         0.741773
0.211211        0.741627
0.212212        0.741482
0.213213        0.741336
0.214214        0.741191
0.215215        0.741046
